freq
6
19
14
22
25
13
22
20
16
24
26
16
22
23
21
17
13
25
20
18
25
34
18
24
28
18
20
17
19
22
21
20
25
17
16
9
33
18
20
19
22
21
20
21
20
22
18
17
21
22
19
22
27
34
18
20
15
15
23
18
18
21
26
15
28
25
21
24
21
23
20
20
15
19
26
16
15
21
15
16
25
19
24
18
24
16
13
23
17
23
23
14
25
23
24
14
15
17
26
25
22
24
18
22
24
23
14
20
18
18
19
17
14
28
18
25
15
20
22
20
19
30
14
20
22
18
24
25
16
26
17
20
16
19
28
21
29
25
20
22
25
24
19
19
17
25
23
17
19
23
23
21
17
27
16
24
27
17
14
27
22
27
20
20
21
17
19
14
17
27
21
19
23
17
26
23
21
20
17
17
10
15
24
26
16
24
18
16
28
20
28
17
18
21
16
12
21
22
11
15
16
21
20
23
20
18
15
23
25
20
25
17
20
17
15
17
16
22
16
17
21
11
14
19
17
18
19
24
14
12
24
18
19
20
23
21
18
26
29
24
19
14
29
23
21
19
22
14
18
20
16
17
16
25
25
14
23
21
12
19
26
18
22
18
18
21
19
16
17
13
19
22
23
22
26
13
29
22
19
31
18
24
20
24
22
23
24
16
16
16
18
17
31
25
20
16
22
12
13
17
14
18
22
17
20
21
25
13
19
19
16
23
24
22
14
24
23
23
28
16
20
24
13
19
23
20
20
16
21
25
19
30
25
23
20
22
25
19
19
24
20
9
25
24
13
21
16
27
21
24
24
16
30
18
22
17
18
20
27
23
28
13
15
15
15
15
19
25
18
17
20
13
19
22
19
29
24
21
17
21
17
13
20
20
24
15
13
21
18
21
26
16
31
21
20
20
21
17
18
22
22
16
23
21
20
15
20
18
20
17
16
16
24
20
26
16
34
20
19
26
20
18
22
16
22
27
13
21
17
15
16
24
22
17
12
16
14
19
18
18
20
14
21
15
19
22
20
15
13
23
18
22
13
22
15
17
13
27
15
13
25
16
28
24
22
17
13
22
15
12
24
25
21
23
21
14
19
32
23
20
22
23
14
21
13
22
14
19
20
28
18
15
17
21
21
25
24
22
15
19
15
25
20
19
23
21
27
26
26
19
20
32
21
26
18
27
19
17
15
22
17
17
21
17
19
26
16
20
13
12
17
21
22
18
17
24
24
20
26
20
26
19
21
20
22
24
20
17
27
17
29
26
21
13
17
20
23
16
13
24
24
20
28
21
18
24
11
17
25
22
18
25
24
28
18
22
22
18
15
22
20
28
18
13
20
22
17
16
28
18
19
12
16
15
26
20
29
20
15
20
22
19
23
18
23
17
12
23
16
23
21
19
20
23
24
14
24
23
33
27
19
21
18
21
13
17
29
19
21
21
22
16
18
17
18
26
18
24
18
21
11
19
24
22
18
19
21
18
27
26
16
22
20
15
23
25
19
11
8
16
24
21
28
17
18
14
21
16
24
21
15
14
26
15
19
25
19
17
15
27
19
21
17
20
25
14
26
27
18
21
20
13
31
14
17
19
14
20
10
20
26
16
18
20
23
25
24
28
16
28
21
25
22
27
18
22
19
13
20
17
18
15
11
14
17
23
19
16
17
21
19
19
21
23
27
17
17
24
22
17
21
23
27
24
23
19
17
14
25
25
23
18
14
29
13
18
18
20
10
18
14
14
16
22
22
20
27
23
19
23
21
18
16
21
25
28
22
24
25
21
17
21
28
19
19
15
19
17
15
12
20
17
22
24
21
18
23
22
19
13
22
20
17
24
20
13
19
23
24
22
22
24
24
17
26
21
19
17
23
17
16
21
18
18
27
23
31
19
24
17
27
11
17
23
16
17
19
21
21
20
14
17
24
22
18
19
25
20
16
16
25
17
18
11
22
18
16
19
25
23
17
30
35
27
29
22
12
20
20
20
17
32
16
21
23
19
19
26
17
18
13
24
32
18
22
21
20
16
23
21
14
20
24
17
15
25
21
21
25
27
22
28
17
17
18
26
18
10
15
21
26
17
13
17
13
23
16
23
21
21
11
23
23
15
22
18
29
14
10
17
18
18
21
19
22
15
13
24
18
22
26
12
12
16
16
27
11
21
12
26
21
21
15
21
27
18
18
19
18
16
21
22
17
20
24
19
19
27
24
19
19
30
20
18
20
29
28
22
20
20
20
22
11
13
12
24
16
18
21
25
27
22
15
13
18
20
31
25
30
15
